Log file open, 02/07/23 05:13:49
[2023.02.06-22.13.54:999][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.06-22.13.55:003][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.06-22.13.55:003][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.06-22.13.55:098][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.06-22.13.55:099][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.06-22.13.55:170][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.06-22.13.55:170][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.06-22.13.55:171][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.06-22.13.55:189][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.06-22.13.55:189][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.06-22.13.55:189][  0]LogRHI: Texture pool is 2115 MB (70% of 3021 MB)
[2023.02.06-22.13.55:189][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.06-22.13.55:189][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.06-22.13.55:301][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/SkywardMuffin.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/TurnkeyReport_0.log" -log="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/TurnkeyLog_0.log" -project="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/SkywardMuffin.uproject"  -platform=all'
[2023.02.06-22.13.55:303][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/SkywardMuffin.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/TurnkeyReport_0.log" -log="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/TurnkeyLog_0.log" -project="C:/Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/SkywardMuffin.uproject"  -platform=all" ]
[2023.02.06-22.13.55:444][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.06-22.13.55:444][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.06-22.13.55:444][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.06-22.13.55:444][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.06-22.13.55:444][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.06-22.13.55:444][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.06-22.13.55:444][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.06-22.13.55:457][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.06-22.13.55:470][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.06-22.13.55:483][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.06-22.13.55:499][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.06-22.13.55:524][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.06-22.13.55:564][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.06-22.13.55:564][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.06-22.13.55:586][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.06-22.13.55:586][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.06-22.13.55:605][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.06-22.13.55:605][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.06-22.13.55:605][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.06-22.13.55:605][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.06-22.13.55:623][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.06-22.13.55:623][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.06-22.13.55:623][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.06-22.13.55:637][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.06-22.13.55:637][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.06-22.13.55:669][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.06-22.13.55:669][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.06-22.13.55:669][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.06-22.13.55:669][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.06-22.13.55:669][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.06-22.13.55:670][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.06-22.13.55:684][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.06-22.13.55:684][  0]LogTargetPlatformManager:   ADPCM
[2023.02.06-22.13.55:684][  0]LogTargetPlatformManager:   PCM
[2023.02.06-22.13.55:699][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.06-22.13.55:699][  0]LogTargetPlatformManager:   BINKA
[2023.02.06-22.13.55:751][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.06-22.13.55:752][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.06-22.13.55:752][  0]LogTargetPlatformManager:   OGG
[2023.02.06-22.13.55:767][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.06-22.13.55:767][  0]LogTargetPlatformManager:   OPUS
[2023.02.06-22.13.56:009][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.06-22.13.56:043][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.06-22.13.56:083][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.06-22.13.56:083][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.06-22.13.56:090][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.06-22.13.56:090][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.06-22.13.56:090][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.06-22.13.56:090][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.06-22.13.56:123][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.06-22.13.56:124][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.06-22.13.56:124][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.06-22.13.56:141][  0]LogDerivedDataCache: Speed tests for C:/Users/MP-G-0015/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.02 seconds
[2023.02.06-22.13.56:142][  0]LogDerivedDataCache: Display: Performance to C:/Users/MP-G-0015/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.31ms. RandomReadSpeed=99.21MBs, RandomWriteSpeed=201.99MBs. Assigned SpeedClass 'Local'
[2023.02.06-22.13.56:143][  0]LogDerivedDataCache: Using Local data cache path C:/Users/MP-G-0015/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.06-22.13.56:143][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.06-22.13.56:143][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.06-22.13.56:143][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.06-22.13.56:143][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.06-22.13.56:151][  0]LogShaderCompilers: Guid format shader working directory is -20 characters bigger than the processId version (../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/Shaders/WorkingDirectory/23480/).
[2023.02.06-22.13.56:151][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/MP-G-0015/AppData/Local/Temp/UnrealShaderWorkingDir/6999B77D4E2BC27CE188A9A7E3DBB6A0/'.
[2023.02.06-22.13.56:153][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.06-22.13.56:153][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 5 workers.
[2023.02.06-22.13.59:452][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.06-22.14.00:613][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.06-22.14.00:614][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.06-22.14.00:614][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/MP-G-0015/Downloads/SkywardMuffinAudioStarter/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM5 (0)
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: ---
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: ---
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.06-22.14.01:077][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.06-22.14.01:265][  0]LogSlate: Using FreeType 2.10.0
[2023.02.06-22.14.01:284][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.06-22.14.01:378][  0]LogAssetRegistry: FAssetRegistry took 0.0231 seconds to start up
[2023.02.06-22.14.01:388][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.06-22.14.01:857][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.06-22.14.02:426][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819600][00000944F8D4A800 52] GlobalDefaults, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81B200][00000944F5FA5000 52] Windows, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81B400][00000944F5FA2800 52] WindowsEditor, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE818E00][00000944F7B22800 52] WindowsServer, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81A200][00000944F7D17800 52] WindowsClient, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE818C00][00000944F8E7C800 52] IOS, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819C00][00000944F5FA0000 52] iPadAir2, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81AE00][00000944FED70000 52] IPadPro, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81AA00][00000944FED72800 52] iPadAir3, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81A400][00000944FED77800 52] iPadAir4, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81BE00][00000944FED7A000 52] iPadAir5, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819400][00000944FED7C800 52] iPadMini4, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81A600][00000944E86C0000 52] iPadMini5, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81BA00][00000944FED75000 52] iPadMini6, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81DE00][00000944FED95000 52] iPhone6S, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81DA00][00000944FED92800 52] iPhone7, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81D800][00000944FED90000 52] iPodTouch7, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819000][00000944FED9A000 52] iPhone6SPlus, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81B000][00000944FED9C800 52] iPhone7Plus, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819800][00000944F7D12800 52] iPhoneSE, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81B600][00000944FED60000 52] iPhone8, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819A00][00000944FED65000 52] iPhone8Plus, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81C600][00000944FED67800 52] iPhoneX, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81C000][00000944FED6A000 52] iPhoneXS, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81C800][00000944FED6C800 52] iPhoneXSMax, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81D000][00000944FED97800 52] iPhoneXR, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81CC00][00000944FED20000 52] iPhone11, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81C200][00000944FED25000 52] iPhone11Pro, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE819200][00000944FED27800 52] iPhone11ProMax, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81A800][00000944FED2A000 52] iPhoneSE2, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81B800][00000944FED2C800 52] iPhone12Mini, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81BC00][00000944FED62800 52] iPhone12, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81E000][00000944FED30000 52] iPhone12Pro, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81CA00][00000944FED35000 52] iPhone12ProMax, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81E200][00000944FED37800 52] iPhone13Mini, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81EA00][00000944FED3A000 52] iPhone13, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81D400][00000944FED3C800 52] iPhone13Pro, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81C400][00000944FED22800 52] iPhone13ProMax, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81AC00][00000944FEDD0000 52] iPhoneSE3, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81D200][00000944FEDD5000 52] iPhone14, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81F000][00000944FEDD7800 52] iPhone14Plus, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81E600][00000944FEDDA000 52] iPhone14Pro, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81F200][00000944FEDDC800 52] iPhone14ProMax, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81FA00][00000944FED32800 52] iPadPro105, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81D600][00000944FEDE0000 52] iPadPro129, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81EC00][00000944FEDE5000 52] iPadPro97, 
[2023.02.06-22.14.02:426][  0]LogDeviceProfileManager: 	[00000944FE81DC00][00000944FEDE7800 52] iPadPro2_129, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FE81E400][00000944FEDEA000 52] iPad5, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FDDAFE00][00000944FEDEC800 52] iPad6, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944F8D05C00][00000944FEDD2800 52] iPad7, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10000][00000944FEDF0000 52] iPad8, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11200][00000944FEDF5000 52] iPad9, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10A00][00000944FEDF7800 52] iPad10, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10E00][00000944FEDFA000 52] iPadPro11, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10C00][00000944FEDFC800 52] iPadPro2_11, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10400][00000944FEDE2800 52] iPadPro3_11, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10800][00000944FEE00000 52] iPadPro4_11, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11000][00000944FEE05000 52] iPadPro3_129, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE12000][00000944FEE07800 52] iPadPro4_129, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10600][00000944FEE0A000 52] iPadPro5_129, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE12200][00000944FEE0C800 52] iPadPro6_129, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE12A00][00000944FEDF2800 52] AppleTV, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11E00][00000944FEE20000 52] AppleTV4K, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE10200][00000944FEE25000 52] AppleTV2_4K, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11400][00000944FEE27800 52] TVOS, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11A00][00000944FEE2C800 52] Mac, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE13E00][00000944FEE2A000 52] MacEditor, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE12400][00000944FEE02800 52] MacClient, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE13C00][00000944FEE30000 52] MacServer, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14800][00000944FEE37800 52] Linux, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14A00][00000944FEE35000 52] LinuxEditor, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE13400][00000944FEE3A000 52] LinuxArm64Editor, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14C00][00000944FEE3C800 52] LinuxArm64, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14600][00000944FEE22800 52] LinuxClient, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14200][00000944FEE40000 52] LinuxArm64Client, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE11C00][00000944FEE45000 52] LinuxServer, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE12800][00000944FEE47800 52] LinuxArm64Server, 
[2023.02.06-22.14.02:427][  0]LogDeviceProfileManager: 	[00000944FEE14400][00000944FEE4A000 52] Android, 
